id,age,cartype,loanamount,deposit,area,apr,applicationoutcome,funded,age_bucket,depositratio,apr_pct
9755,65,SUV,16143.0,841.0,rural,0.0,0,0,55+,0.05209688409836758,0%
9742,54,SUV,2602.0,673.0,urban,0.05,1,1,45-54,0.2586471944656961,5%
9740,65,SUV,5678.0,1633.0,rural,0.0,0,0,55+,0.28760126805208036,0%
9735,53,SUV,2723.0,1486.0,rural,0.0,0,0,45-54,0.545721630554335,0%
9734,49,Convertible,17122.0,1534.0,rural,0.0,0,0,45-54,0.08959233734376301,0%
9731,54,Saloon,2634.0,1385.0,urban,0.2,1,1,45-54,0.5258162490506736,20%
9729,38,SUV,8939.0,1669.0,urban,0.1,1,1,35-44,0.18670992281013685,10%
9728,19,Convertible,10486.0,1124.0,urban,0.0,0,0,<25,0.10719053976729856,0%
9725,63,Saloon,4272.0,1109.0,rural,0.0,0,0,55+,0.2595973782770928,0%
9722,64,Saloon,3245.0,1240.0,urban,0.15,1,1,55+,0.3821263482279254,15%
9720,46,Saloon,6517.0,1464.0,urban,0.15,1,1,45-54,0.2246432407549141,15%
9718,34,SUV,10931.0,1209.0,urban,0.0,0,0,25-34,0.11060287256425665,0%
9717,63,Convertible,21705.0,802.0,rural,0.0,0,0,55+,0.03695001151808169,0%
9714,50,Saloon,6830.0,1401.0,urban,0.15,1,0,45-54,0.20512445095165371,15%
9710,21,Convertible,23378.0,650.0,urban,0.0,0,0,<25,0.027803918213704003,0%
9708,20,SUV,17609.0,1692.0,urban,0.0,0,0,<25,0.09608722812197762,0%
9707,35,Saloon,4057.0,627.0,urban,0.15,1,0,35-44,0.15454769534134716,15%
9706,39,Saloon,6410.0,1163.0,rural,0.0,0,0,35-44,0.18143525741026809,0%
9704,52,Saloon,7742.0,1473.0,urban,0.15,1,0,45-54,0.19026091449235463,15%
9697,50,SUV,17295.0,1183.0,urban,0.2,1,0,45-54,0.06840127204393938,20%
9696,37,Saloon,3624.0,903.0,rural,0.0,0,0,35-44,0.24917218543039482,0%
9695,43,Saloon,3082.0,744.0,rural,0.0,0,0,35-44,0.24140168721601513,0%
9692,26,Convertible,18076.0,1306.0,urban,0.0,0,0,25-34,0.07225049789776099,0%
9691,18,Saloon,5066.0,536.0,urban,0.15,1,0,<25,0.10580339518355589,15%
9687,25,Convertible,14608.0,681.0,rural,0.0,0,0,25-34,0.04661829134720382,0%
9685,42,Saloon,14096.0,991.0,urban,0.15,1,1,35-44,0.07030363223609036,15%
9684,56,Convertible,21001.0,951.0,rural,0.0,0,0,55+,0.0452835579258109,0%
9683,64,SUV,15805.0,1152.0,urban,0.15,1,1,55+,0.07288832647895774,15%
9681,22,Convertible,8477.0,634.0,rural,0.0,0,0,<25,0.0747906098855639,0%
9679,40,Saloon,3024.0,1379.0,urban,0.2,1,0,35-44,0.4560185185183677,20%
9675,37,Convertible,10904.0,1709.0,rural,0.1,1,1,35-44,0.15673147468817344,10%
9674,53,SUV,5344.0,1454.0,urban,0.2,1,1,45-54,0.2720808383233024,20%
9673,47,SUV,9159.0,727.0,urban,0.0,0,0,45-54,0.07937547767222629,0%
9672,60,Convertible,12469.0,1012.0,rural,0.2,1,0,55+,0.08116127997432984,20%
9668,38,SUV,8365.0,690.0,rural,0.25,1,0,35-44,0.0824865511057881,25%
9666,40,Saloon,6221.0,932.0,urban,0.25,1,1,35-44,0.1498151422600627,25%
9665,26,Convertible,13650.0,1555.0,urban,0.1,1,0,25-34,0.11391941391940558,10%
9664,49,SUV,12540.0,855.0,rural,0.15,1,0,45-54,0.06818181818181274,15%
9663,19,Convertible,18705.0,665.0,urban,0.1,1,0,<25,0.035551991446135495,10%
9661,42,Saloon,2611.0,898.0,urban,0.15,1,1,35-44,0.3439295289159924,15%
9658,58,Saloon,8803.0,1653.0,rural,0.15,1,1,55+,0.18777689424057845,15%
9655,58,Saloon,4086.0,1158.0,urban,0.15,1,0,55+,0.2834067547723242,15%
9650,34,Saloon,3974.0,1442.0,rural,0.0,0,0,25-34,0.3628585807749464,0%
9648,21,Saloon,4605.0,539.0,rural,0.15,1,0,<25,0.11704668838216783,15%
9647,48,Convertible,14000.0,935.0,rural,0.1,1,0,45-54,0.06678571428570951,10%
9639,61,SUV,10382.0,1717.0,rural,0.2,1,0,55+,0.16538239260256546,20%
9638,55,Saloon,14890.0,854.0,rural,0.0,0,0,55+,0.05735392881127889,0%
9631,55,SUV,10620.0,1662.0,rural,0.05,1,0,55+,0.15649717514122818,5%
9626,47,Saloon,2590.0,1348.0,urban,0.2,1,0,45-54,0.5204633204631195,20%
9625,25,SUV,20000.0,1184.0,rural,0.2,1,0,25-34,0.05919999999999704,20%
9624,36,SUV,11613.0,656.0,urban,0.0,0,0,35-44,0.05648841815206609,0%
9623,33,Saloon,3641.0,1176.0,rural,0.0,0,0,25-34,0.3229881900575878,0%
9622,25,SUV,4778.0,559.0,rural,0.05,1,0,25-34,0.1169945583926084,5%
9617,56,Convertible,8361.0,1268.0,urban,0.2,1,1,55+,0.15165650041859208,20%
9616,50,Convertible,21522.0,515.0,urban,0.1,1,0,45-54,0.02392900288077205,10%
9615,36,SUV,11494.0,594.0,urban,0.25,1,0,35-44,0.0516791369410082,25%
9611,63,Saloon,14714.0,931.0,urban,0.15,1,0,55+,0.06327307326355422,15%
9610,29,Saloon,8379.0,1437.0,urban,0.0,0,0,25-34,0.17150017901895553,0%
9608,46,Convertible,20323.0,1681.0,rural,0.15,1,0,45-54,0.0827141662156137,15%
9605,29,SUV,13989.0,855.0,urban,0.1,1,1,25-34,0.061119450997207725,10%
9603,49,SUV,13739.0,899.0,rural,0.2,1,1,45-54,0.0654341655142248,20%
9601,61,SUV,14746.0,1530.0,rural,0.15,1,1,55+,0.10375695103756247,15%
9597,55,SUV,10698.0,883.0,urban,0.15,1,1,55+,0.082538792297618,15%
9596,38,Convertible,9862.0,1279.0,rural,0.15,1,0,35-44,0.1296897181099037,15%
9595,32,SUV,2734.0,893.0,rural,0.0,0,0,25-34,0.32662765179212633,0%
9594,53,Convertible,21308.0,1238.0,urban,0.05,1,0,45-54,0.05810024403979453,5%
9592,44,SUV,17886.0,988.0,rural,0.15,1,1,35-44,0.055238734205520786,15%
9590,55,Saloon,4148.0,658.0,rural,0.15,1,0,55+,0.1586306653808682,15%
9588,39,SUV,13723.0,1313.0,rural,0.15,1,1,35-44,0.09567878743714234,15%
9587,57,Saloon,7199.0,1498.0,urban,0.15,1,1,55+,0.20808445617443977,15%
9585,45,Saloon,2940.0,942.0,urban,0.0,0,0,45-54,0.32040816326519717,0%
9583,64,SUV,10783.0,641.0,urban,0.2,1,1,55+,0.059445423351566405,20%
9582,26,SUV,8858.0,1150.0,rural,0.0,0,0,25-34,0.1298261458568379,0%
9573,62,SUV,8503.0,1258.0,rural,0.25,1,0,55+,0.1479477831353466,25%
9571,18,SUV,11556.0,1346.0,rural,0.25,1,0,<25,0.11647628937347555,25%
9569,36,Saloon,4349.0,685.0,urban,0.0,0,0,35-44,0.15750747298225853,0%
9568,27,SUV,16720.0,1338.0,urban,0.0,0,0,25-34,0.08002392344497129,0%
9567,25,Saloon,3312.0,1690.0,rural,0.0,0,0,25-34,0.5102657004829377,0%
9565,20,Convertible,22771.0,849.0,urban,0.1,1,0,<25,0.037284265073995994,10%
9561,44,Saloon,4076.0,943.0,rural,0.2,1,0,35-44,0.2313542688910129,20%
9559,65,Saloon,3734.0,1204.0,urban,0.25,1,1,55+,0.3224424209961643,25%
9558,20,Saloon,3934.0,1472.0,urban,0.0,0,0,<25,0.3741738688356954,0%
9557,44,SUV,17288.0,1613.0,rural,0.25,1,0,35-44,0.09330171217028613,25%
9552,42,Saloon,4128.0,615.0,rural,0.15,1,0,35-44,0.1489825581394988,15%
9550,39,Saloon,5400.0,990.0,urban,0.25,1,1,35-44,0.18333333333329938,25%
9548,19,Saloon,4413.0,770.0,rural,0.0,0,0,<25,0.1744844776795435,0%
9540,27,SUV,10094.0,1623.0,rural,0.2,1,0,25-34,0.16078858727955608,20%
9538,21,SUV,10110.0,875.0,rural,0.0,0,0,<25,0.0865479723046403,0%
9536,64,Saloon,13363.0,1080.0,urban,0.15,1,1,55+,0.08082017511037336,15%
9531,65,Saloon,13165.0,825.0,urban,0.15,1,1,55+,0.06266616027344757,15%
9524,60,SUV,13194.0,1455.0,urban,0.15,1,0,55+,0.11027739881763603,15%
9519,52,Convertible,14769.0,1403.0,rural,0.05,1,0,45-54,0.09499627598347248,5%
9517,30,Convertible,11947.0,1317.0,rural,0.0,0,0,25-34,0.11023687955134258,0%
9516,64,SUV,2808.0,1435.0,rural,0.25,1,0,55+,0.5110398860397041,25%
9515,47,Saloon,3375.0,702.0,rural,0.15,1,0,45-54,0.20799999999993837,15%
9513,43,SUV,18497.0,1488.0,urban,0.05,1,0,35-44,0.08044547764501916,5%
9510,58,SUV,9343.0,977.0,urban,0.25,1,1,55+,0.1045702665096752,25%
9509,35,SUV,13505.0,996.0,rural,0.15,1,0,35-44,0.07375046279155321,15%
9507,33,SUV,4535.0,741.0,urban,0.1,1,0,25-34,0.16339581036380077,10%
9506,44,Saloon,4281.0,592.0,urban,0.0,0,0,35-44,0.13828544732535894,0%
9505,39,Convertible,12633.0,1322.0,rural,0.1,1,0,35-44,0.10464656059525808,10%
9502,50,SUV,4916.0,1259.0,rural,0.05,1,0,45-54,0.2561025223758633,5%
9495,44,SUV,3966.0,807.0,rural,0.2,1,0,35-44,0.20347957639934355,20%
9493,47,SUV,19387.0,572.0,urban,0.25,1,0,45-54,0.02950430700985044,25%
9490,43,SUV,11783.0,799.0,rural,0.0,0,0,35-44,0.06780955614019622,0%
9488,54,Convertible,21956.0,1348.0,urban,0.1,1,0,45-54,0.061395518309343165,10%
9487,65,Saloon,4328.0,1417.0,urban,0.2,1,0,55+,0.32740295748606113,20%
9486,29,Saloon,3024.0,1433.0,rural,0.0,0,0,25-34,0.4738756613755047,0%
9485,30,Saloon,3000.0,648.0,rural,0.0,0,0,25-34,0.215999999999928,0%
9483,29,Saloon,3356.0,871.0,urban,0.0,0,0,25-34,0.25953516090576295,0%
9479,30,Convertible,11846.0,907.0,rural,0.0,0,0,25-34,0.07656592942764844,0%
9475,20,Saloon,5364.0,1050.0,rural,0.0,0,0,<25,0.19574944071584716,0%
9474,65,SUV,3013.0,1428.0,urban,0.15,1,1,55+,0.47394623299021776,15%
9471,27,Saloon,13773.0,1157.0,rural,0.0,0,0,25-34,0.08400493719595702,0%
9470,62,Convertible,22915.0,1043.0,urban,0.1,1,0,55+,0.04551603753000019,10%
9469,24,Saloon,5791.0,1413.0,urban,0.0,0,0,<25,0.2439993092729677,0%
9468,34,SUV,3948.0,546.0,rural,0.0,0,0,25-34,0.1382978723403905,0%
9466,54,Convertible,18260.0,1170.0,rural,0.0,0,0,45-54,0.06407447973712684,0%
9463,18,Saloon,4420.0,851.0,urban,0.0,0,0,<25,0.19253393665154014,0%
9457,30,Saloon,3890.0,662.0,rural,0.0,0,0,25-34,0.1701799485860745,0%
9455,33,Saloon,4407.0,1277.0,rural,0.0,0,0,25-34,0.2897662809166576,0%
9447,60,SUV,19544.0,1620.0,urban,0.05,1,1,55+,0.08288988948014311,5%
9437,35,Convertible,22959.0,811.0,urban,0.15,1,0,35-44,0.03532383814625919,15%
9436,35,Saloon,13522.0,1404.0,urban,0.0,0,0,35-44,0.10383079426119628,0%
9434,57,Convertible,9595.0,1037.0,rural,0.0,0,0,55+,0.1080771235018126,0%
9433,33,Saloon,4189.0,728.0,urban,0.15,1,1,25-34,0.17378849367386634,15%
9431,45,Saloon,6388.0,1237.0,rural,0.0,0,0,45-54,0.19364433312457832,0%
9430,29,SUV,5903.0,1404.0,urban,0.25,1,1,25-34,0.23784516347615822,25%
9429,25,Saloon,5054.0,526.0,urban,0.15,1,0,25-34,0.1040759794222192,15%
9427,28,Saloon,15792.0,1213.0,urban,0.0,0,0,25-34,0.07681104356635785,0%
9424,48,SUV,12760.0,1028.0,rural,0.0,0,0,45-54,0.0805642633228777,0%
9422,33,Saloon,6233.0,673.0,rural,0.0,0,0,25-34,0.10797368843251917,0%
9419,35,Saloon,9598.0,982.0,rural,0.0,0,0,35-44,0.1023129818712125,0%
9416,40,Convertible,22928.0,1014.0,rural,0.0,0,0,35-44,0.04422540125610414,0%
9415,38,SUV,2728.0,1413.0,rural,0.0,0,0,35-44,0.5179618768326547,0%
9410,54,Convertible,9271.0,948.0,rural,0.0,0,0,45-54,0.10225434149497332,0%
9409,64,Saloon,3287.0,848.0,urban,0.15,1,1,55+,0.25798600547603956,15%
9403,55,SUV,2527.0,1762.0,urban,0.15,1,0,55+,0.697269489512981,15%
9402,37,SUV,17497.0,768.0,rural,0.0,0,0,35-44,0.04389323884094165,0%
9400,35,Convertible,20314.0,691.0,urban,0.0,0,0,35-44,0.03401594959141311,0%
9399,20,Saloon,8808.0,1007.0,rural,0.0,0,0,<25,0.1143278837420397,0%
9397,50,Convertible,17005.0,1339.0,rural,0.0,0,0,45-54,0.07874154660393538,0%
9395,62,Convertible,10421.0,779.0,urban,0.2,1,1,55+,0.07475290279243117,20%
9391,56,Saloon,12024.0,778.0,rural,0.0,0,0,55+,0.06470392548236321,0%
9390,34,Convertible,23988.0,621.0,urban,0.0,0,0,25-34,0.025887943971984913,0%
9385,52,Convertible,23231.0,556.0,urban,0.1,1,1,45-54,0.02393353708406767,10%
9383,24,Saloon,12257.0,690.0,urban,0.0,0,0,<25,0.05629436240515164,0%
9379,51,Saloon,6132.0,923.0,rural,0.0,0,0,45-54,0.15052185257662254,0%
9378,56,Saloon,4886.0,557.0,urban,0.15,1,0,55+,0.11399918133440154,15%
9377,30,Saloon,12153.0,1164.0,urban,0.0,0,0,25-34,0.09577882004442559,0%
9370,45,Convertible,18780.0,1667.0,rural,0.0,0,0,45-54,0.08876464323748195,0%
9369,39,Convertible,14679.0,838.0,rural,0.05,1,0,35-44,0.05708835751753818,5%
9368,39,Convertible,22472.0,539.0,rural,0.2,1,0,35-44,0.0239854040583827,20%
9364,24,Saloon,4608.0,1066.0,rural,0.15,1,0,<25,0.23133680555550534,15%
9361,34,Saloon,8978.0,832.0,urban,0.0,0,0,25-34,0.09267097349074485,0%
9360,28,Saloon,5094.0,1423.0,rural,0.0,0,0,25-34,0.2793482528464312,0%
9359,35,Saloon,3779.0,1158.0,rural,0.0,0,0,35-44,0.3064302725587969,0%
9356,19,Saloon,11123.0,590.0,rural,0.0,0,0,<25,0.05304324372920498,0%
9351,19,Saloon,11410.0,1558.0,urban,0.0,0,0,<25,0.136546888694116,0%
9349,47,Saloon,11769.0,1405.0,rural,0.15,1,0,45-54,0.1193814257795803,15%
9348,23,SUV,13408.0,1159.0,urban,0.0,0,0,<25,0.08644093078758305,0%
9346,27,Convertible,11541.0,671.0,urban,0.0,0,0,25-34,0.058140542413997215,0%
9344,54,SUV,12100.0,1611.0,rural,0.15,1,0,45-54,0.13314049586775759,15%
9341,48,SUV,12775.0,1676.0,rural,0.25,1,0,45-54,0.13119373776906995,25%
9339,63,Saloon,2998.0,595.0,urban,0.15,1,1,55+,0.19846564376244213,15%
9338,20,Saloon,6434.0,799.0,rural,0.0,0,0,<25,0.12418402238108109,0%
9337,57,SUV,2701.0,1731.0,rural,0.1,1,0,55+,0.6408737504625542,10%
9334,50,SUV,12409.0,748.0,rural,0.0,0,0,45-54,0.060278829881532735,0%
9332,57,Convertible,25091.0,871.0,urban,0.0,0,0,55+,0.03471364234187419,0%
9331,29,Saloon,4568.0,1193.0,rural,0.0,0,0,25-34,0.2611646234675435,0%
9330,50,Saloon,2574.0,869.0,rural,0.15,1,0,45-54,0.33760683760670646,15%
9329,34,SUV,3522.0,677.0,urban,0.0,0,0,25-34,0.19222032935826455,0%
9327,26,Saloon,5696.0,1005.0,rural,0.15,1,0,25-34,0.17643960674154205,15%
9320,54,SUV,9841.0,1092.0,rural,0.0,0,0,45-54,0.1109643328929874,0%
9317,47,Convertible,21591.0,781.0,rural,0.15,1,0,45-54,0.036172479273769806,15%
9314,24,SUV,2761.0,1043.0,rural,0.2,1,0,<25,0.37776168055038833,20%
9312,62,Saloon,4412.0,1388.0,rural,0.2,1,0,55+,0.31459655485033666,20%
9311,49,Saloon,5359.0,822.0,urban,0.2,1,1,45-54,0.1533868259003259,20%
9299,63,Convertible,9477.0,1042.0,urban,0.05,1,0,55+,0.10995040624669093,5%
9294,33,SUV,14708.0,755.0,urban,0.15,1,1,25-34,0.05133260810442947,15%
9293,42,SUV,13216.0,975.0,rural,0.0,0,0,35-44,0.07377421307505495,0%
9284,49,Convertible,24625.0,756.0,rural,0.05,1,0,45-54,0.03070050761421195,5%
9283,47,Saloon,2829.0,894.0,rural,0.15,1,0,45-54,0.31601272534453306,15%
9280,25,Saloon,6420.0,941.0,urban,0.15,1,0,25-34,0.1465732087227186,15%
9277,62,Saloon,12360.0,809.0,urban,0.15,1,0,55+,0.06545307443365166,15%
9275,34,Saloon,9930.0,1278.0,urban,0.25,1,0,25-34,0.1287009063443979,25%
9274,39,Saloon,13952.0,1265.0,urban,0.25,1,1,35-44,0.09066800458714946,25%
9272,28,Saloon,2969.0,1421.0,urban,0.0,0,0,25-34,0.478612327382796,0%
9267,63,Saloon,3189.0,1117.0,rural,0.0,0,0,55+,0.3502665412353872,0%
9266,39,SUV,9724.0,1526.0,urban,0.05,1,1,35-44,0.15693130399011138,5%
9265,54,SUV,2727.0,1264.0,urban,0.0,0,0,45-54,0.46351301796829353,0%
9264,32,Saloon,5009.0,1539.0,rural,0.0,0,0,25-34,0.3072469554800744,0%
9261,58,Convertible,14838.0,1419.0,urban,0.05,1,0,55+,0.09563283461382291,5%
9260,30,Saloon,14496.0,1105.0,rural,0.0,0,0,25-34,0.0762279249448071,0%
9259,45,SUV,4572.0,1262.0,urban,0.1,1,0,45-54,0.27602799650037707,10%
9255,54,SUV,14161.0,1740.0,rural,0.2,1,0,45-54,0.12287267848314928,20%
9254,57,Saloon,6639.0,600.0,rural,0.15,1,0,55+,0.09037505648439668,15%
9253,51,Convertible,23936.0,1784.0,urban,0.1,1,0,45-54,0.07453208556149421,10%
9247,42,Saloon,4260.0,982.0,urban,0.15,1,0,35-44,0.23051643192482849,15%
9246,55,Saloon,3204.0,1236.0,rural,0.15,1,0,55+,0.3857677902620519,15%
9244,27,Saloon,2787.0,1034.0,urban,0.15,1,0,25-34,0.3710082526012303,15%
9240,23,SUV,3115.0,1204.0,rural,0.1,1,0,<25,0.3865168539324602,10%
